Time,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9
2.1125,0.523599,-0.627084,2.90864,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.125,0.523599,-0.608311,2.97543,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.1375,0.523599,-0.589191,2.99989,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.15,0.523599,-0.569736,2.98165,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.1625,0.523599,-0.549956,2.92097,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.175,0.523599,-0.529862,2.81873,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.1875,0.523599,-0.509466,2.67637,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.2,0.523599,-0.48878,2.49593,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.2125,0.523599,-0.467816,2.27996,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.225,0.523599,-0.446585,2.03155,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.2375,0.523599,-0.425099,1.75422,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.25,0.523599,-0.403371,1.45193,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.2625,0.523599,-0.381413,1.12897,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.275,0.523599,-0.359238,0.789952,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.2875,0.523599,-0.336858,0.439688,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.3,0.523599,-0.314286,0.0831671,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.3125,0.523599,-0.291535,-0.274538,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.325,0.523599,-0.268618,-0.628335,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.3375,0.523599,-0.245548,-0.973191,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.35,0.523599,-0.222337,-1.3042,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.3625,0.523599,-0.199,-1.61664,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.375,0.523599,-0.17555,-1.90608,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.3875,0.523599,-0.152,-2.16839,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.4,0.523599,-0.128363,-2.39984,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.4125,0.523599,-0.104652,-2.59714,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.425,0.523599,-0.0808827,-2.75748,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.4375,0.523599,-0.0570668,-2.87857,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.45,0.523599,-0.0332183,-2.9587,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.4625,0.523599,-0.00935099,-2.99672,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.475,0.523599,0.0145217,-2.99209,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.4875,0.523599,0.0383861,-2.94489,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.50001,0.523599,0.0622286,-2.85577,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.51251,0.523599,0.0860357,-2.72601,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.52501,0.523599,0.109794,-2.55745,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.53751,0.523599,0.133489,-2.3525,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.55001,0.523599,0.157109,-2.11407,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.56251,0.523599,0.180638,-1.84555,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.57501,0.523599,0.204065,-1.55077,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.58751,0.523599,0.227376,-1.23391,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.60001,0.523599,0.250557,-0.899502,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.61251,0.523599,0.273595,-0.552288,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.62501,0.523599,0.296477,-0.197214,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.63751,0.523599,0.319191,0.160667,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.65001,0.523599,0.341722,0.516261,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.66251,0.523599,0.364059,0.864508,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.67501,0.523599,0.386188,1.20045,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.68751,0.523599,0.408097,1.51931,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.70001,0.523599,0.429774,1.81655,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.71251,0.523599,0.451205,2.08793,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.72501,0.523599,0.47238,2.32961,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
